Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,room_type_reserved,lead_time,date,day,month,year,arrival_date,market_segment_type,avg_price_per_room,booking_status
INN00629,2,0,0,3,Not Selected,Room_Type 1,34,14-06-2018,14,06,2018,2018/06/14,Online,107.1,Not_Canceled
INN00630,2,0,1,2,Meal Plan 1,Room_Type 1,101,4/4/2018,4,04,2018,2018/04/04,Online,80,Canceled
INN00631,2,0,0,3,Meal Plan 1,Room_Type 1,259,5/5/2018,5,05,2018,2018/05/05,Online,90,Canceled
INN00632,2,0,0,2,Meal Plan 1,Room_Type 1,122,5/12/2018,5,12,2018,2018/12/05,Online,105.3,Not_Canceled
INN00633,2,0,0,1,Not Selected,Room_Type 1,1,2/11/2018,2,11,2018,2018/11/02,Online,80,Not_Canceled
INN00634,2,0,0,2,Meal Plan 1,Room_Type 4,107,25-08-2018,25,08,2018,2018/08/25,Online,142.2,Not_Canceled
INN00635,2,0,0,3,Meal Plan 1,Room_Type 4,35,4/5/2018,4,05,2018,2018/05/04,Online,131.4,Not_Canceled
INN00636,1,0,0,2,Meal Plan 1,Room_Type 1,192,24-06-2018,24,06,2018,2018/06/24,Offline,95,Not_Canceled
INN00637,2,0,0,2,Meal Plan 1,Room_Type 1,4,4/1/2018,4,01,2018,2018/01/04,Online,111,Canceled
INN00638,2,0,1,3,Meal Plan 1,Room_Type 1,85,10/6/2018,10,06,2018,2018/06/10,Offline,85,Not_Canceled
INN00639,3,0,0,4,Meal Plan 1,Room_Type 4,137,24-08-2018,24,08,2018,2018/08/24,Online,130.95,Canceled
INN00640,2,0,0,2,Meal Plan 2,Room_Type 1,74,18-09-2017,18,09,2017,2017/09/18,Offline,101.5,Not_Canceled
INN00641,1,0,2,1,Meal Plan 1,Room_Type 1,116,28-02-2018,28,02,2018,2018/02/28,Offline,82,Not_Canceled
INN00642,2,0,2,2,Meal Plan 1,Room_Type 1,34,13-09-2017,13,09,2017,2017/09/13,Online,94.5,Not_Canceled
INN00643,2,0,2,1,Meal Plan 1,Room_Type 1,56,28-08-2018,28,08,2018,2018/08/28,Online,109.8,Canceled
INN00644,2,0,2,4,Meal Plan 1,Room_Type 1,149,7/10/2018,7,10,2018,2018/10/07,Online,72.25,Canceled
INN00645,2,0,2,2,Not Selected,Room_Type 1,12,2/6/2018,2,06,2018,2018/06/02,Online,55.72,Not_Canceled
INN00646,3,0,1,1,Meal Plan 1,Room_Type 4,52,17-10-2018,17,10,2018,2018/10/17,Online,158.4,Canceled
INN00647,2,0,1,4,Meal Plan 1,Room_Type 4,191,30-03-2018,30,03,2018,2018/03/30,Offline,69,Not_Canceled
INN00648,2,0,0,3,Meal Plan 1,Room_Type 1,37,13-10-2018,13,10,2018,2018/10/13,Offline,105,Not_Canceled
INN00649,2,0,0,3,Meal Plan 1,Room_Type 4,57,29-12-2018,29,12,2018,2018/12/29,Online,219.6,Canceled
INN00650,1,0,2,3,Meal Plan 1,Room_Type 1,9,1/8/2018,1,08,2018,2018/08/01,Offline,44.8,Not_Canceled
INN00651,2,0,0,1,Not Selected,Room_Type 1,7,26-10-2018,26,10,2018,2018/10/26,Online,120,Not_Canceled
INN00652,2,0,1,2,Meal Plan 1,Room_Type 1,78,25-03-2018,25,03,2018,2018/03/25,Online,100,Canceled
INN00653,2,0,0,1,Not Selected,Room_Type 1,0,6/7/2018,6,07,2018,2018/07/06,Online,109,Not_Canceled
INN00654,0,2,1,2,Meal Plan 1,Room_Type 2,78,19-08-2018,19,08,2018,2018/08/19,Online,115.68,Not_Canceled
INN00655,2,0,1,2,Meal Plan 1,Room_Type 1,31,16-09-2018,16,09,2018,2018/09/16,Offline,75,Not_Canceled
INN00656,2,0,0,2,Meal Plan 2,Room_Type 5,37,17-06-2018,17,06,2018,2018/06/17,Offline,134.1,Not_Canceled
INN00657,2,0,2,1,Meal Plan 1,Room_Type 4,8,29-05-2018,29,05,2018,2018/05/29,Online,124.1,Not_Canceled
INN00658,4,0,0,2,Meal Plan 1,Room_Type 7,32,17-08-2018,17,08,2018,2018/08/17,Online,214.75,Not_Canceled
INN00659,2,0,1,2,Meal Plan 1,Room_Type 1,48,31-10-2018,31,10,2018,2018/10/31,Offline,75,Not_Canceled
INN00660,2,0,1,2,Meal Plan 1,Room_Type 1,89,23-11-2017,23,11,2017,2017/11/23,Online,72.25,Not_Canceled
INN00661,1,0,1,0,Meal Plan 1,Room_Type 1,0,3/7/2018,3,07,2018,2018/07/03,Corporate,80,Not_Canceled
INN00662,2,0,0,1,Meal Plan 1,Room_Type 1,15,20-09-2018,20,09,2018,2018/09/20,Online,139,Not_Canceled
INN00663,1,0,0,1,Meal Plan 1,Room_Type 1,10,28-01-2018,28,01,2018,2018/01/28,Corporate,66,Not_Canceled
INN00664,1,0,0,3,Meal Plan 1,Room_Type 1,43,31-05-2018,31,05,2018,2018/05/31,Online,115.5,Not_Canceled
INN00665,2,1,1,1,Meal Plan 1,Room_Type 1,27,8/8/2018,8,08,2018,2018/08/08,Online,195.5,Not_Canceled
INN00666,2,0,2,0,Meal Plan 2,Room_Type 1,386,23-10-2018,23,10,2018,2018/10/23,Online,115,Canceled
INN00667,1,0,0,1,Meal Plan 2,Room_Type 1,72,18-09-2017,18,09,2017,2017/09/18,Offline,84,Not_Canceled
INN00668,2,0,2,1,Not Selected,Room_Type 1,10,16-10-2018,16,10,2018,2018/10/16,Online,107.8,Not_Canceled
INN00669,2,0,0,3,Meal Plan 1,Room_Type 1,37,13-10-2018,13,10,2018,2018/10/13,Offline,105,Not_Canceled
INN00670,2,0,2,3,Meal Plan 1,Room_Type 1,170,4/8/2018,4,08,2018,2018/08/04,Offline,78,Not_Canceled
INN00671,1,0,0,2,Meal Plan 2,Room_Type 1,265,24-06-2018,24,06,2018,2018/06/24,Offline,90,Not_Canceled
INN00672,2,0,1,1,Not Selected,Room_Type 1,49,7/9/2018,7,09,2018,2018/09/07,Online,105.3,Canceled
INN00673,2,0,0,3,Meal Plan 1,Room_Type 1,51,25-02-2018,25,02,2018,2018/02/25,Online,80.3,Not_Canceled
INN00674,1,0,1,0,Meal Plan 2,Room_Type 1,3,2/8/2018,2,08,2018,2018/08/02,Online,129,Not_Canceled
INN00675,2,0,0,2,Meal Plan 2,Room_Type 1,265,24-06-2018,24,06,2018,2018/06/24,Online,115,Canceled
INN00676,2,0,2,0,Not Selected,Room_Type 1,34,9/11/2018,9,11,2018,2018/11/09,Online,125.1,Not_Canceled
INN00677,2,0,0,1,Meal Plan 1,Room_Type 1,1,27-02-2018,27,02,2018,2018/02/27,Online,103,Not_Canceled
INN00678,2,0,2,0,Not Selected,Room_Type 1,77,5/1/2018,5,01,2018,2018/01/05,Online,125.1,Not_Canceled
INN00679,1,0,2,5,Not Selected,Room_Type 1,60,17-06-2018,17,06,2018,2018/06/17,Online,96.17,Canceled
INN00680,2,0,2,2,Meal Plan 1,Room_Type 1,56,25-09-2017,25,09,2017,2017/09/25,Offline,185,Not_Canceled
INN00681,2,0,2,0,Not Selected,Room_Type 1,0,6/12/2018,6,12,2018,2018/12/06,Online,69.74,Not_Canceled
INN00682,2,2,2,3,Meal Plan 1,Room_Type 6,136,7/9/2018,7,09,2018,2018/09/07,Online,172.55,Canceled
INN00683,1,0,0,3,Meal Plan 1,Room_Type 1,4,28-01-2018,28,01,2018,2018/01/28,Online,95,Not_Canceled
INN00684,2,1,1,2,Meal Plan 2,Room_Type 1,68,9/9/2018,9,09,2018,2018/09/09,Online,166.35,Not_Canceled
INN00685,2,0,0,1,Not Selected,Room_Type 1,1,18-11-2018,18,11,2018,2018/11/18,Online,108,Not_Canceled
INN00686,2,0,1,3,Meal Plan 1,Room_Type 4,61,21-03-2018,21,03,2018,2018/03/21,Online,102,Not_Canceled
INN00687,2,0,1,2,Meal Plan 1,Room_Type 7,40,13-05-2018,13,05,2018,2018/05/13,Online,203.73,Not_Canceled
INN00688,2,0,2,5,Not Selected,Room_Type 1,6,17-11-2018,17,11,2018,2018/11/17,Online,78.69,Canceled
INN00689,2,0,0,3,Not Selected,Room_Type 1,58,11/3/2018,11,03,2018,2018/03/11,Online,79.2,Canceled
INN00690,1,0,0,2,Meal Plan 1,Room_Type 1,35,16-03-2018,16,03,2018,2018/03/16,Online,76.5,Not_Canceled
INN00691,2,0,0,2,Meal Plan 1,Room_Type 1,177,6/3/2018,6,03,2018,2018/03/06,Online,100,Canceled
INN00692,2,0,0,4,Meal Plan 1,Room_Type 1,13,14-12-2018,14,12,2018,2018/12/14,Online,88.4,Not_Canceled
INN00693,1,0,2,4,Meal Plan 1,Room_Type 1,245,7/6/2018,7,06,2018,2018/06/07,Online,110,Canceled
INN00694,2,0,1,2,Meal Plan 1,Room_Type 4,189,28-10-2018,28,10,2018,2018/10/28,Online,109.8,Canceled
INN00695,2,0,2,1,Meal Plan 1,Room_Type 1,271,12/3/2018,12,03,2018,2018/03/12,Offline,78.3,Not_Canceled
INN00696,2,0,0,2,Meal Plan 2,Room_Type 1,257,7/1/2017,7,01,2017,2017/01/07,Online,101.5,Canceled
INN00697,2,0,2,4,Not Selected,Room_Type 1,207,28-07-2018,28,07,2018,2018/07/28,Online,80.75,Not_Canceled
INN00698,2,0,2,2,Meal Plan 1,Room_Type 1,108,25-12-2018,25,12,2018,2018/12/25,Online,104,Not_Canceled
INN00699,2,0,0,3,Not Selected,Room_Type 1,39,15-03-2018,15,03,2018,2018/03/15,Online,51.19,Not_Canceled
INN00700,2,1,0,1,Meal Plan 1,Room_Type 1,11,11/5/2018,11,05,2018,2018/05/11,Online,150,Canceled
